date,s1_total,s1_da,s1_imb,s2_total,s2_da,s2_imb,s2_curt,s3_total,s3_da,s3_imb,s3_curt,s4_total,s4_da,s4_imb,s4_curt,n_solar_qh
2025-01-01,4.45040041184915,4.693035723587668,-0.24263531173851932,2.8330487124528103,2.857483326774328,-0.024434614321519332,0,2.3949006590495743,2.346517861793833,0.048382797255739074,0,2.8330487124528103,2.857483326774328,-0.024434614321519332,0,31
2025-01-02,271.38796737641326,325.24203698184533,-53.85406960543211,266.68302799516323,325.24203698184533,-58.55900898668211,4,226.1762795694566,162.62101849092267,63.555261078533945,4,262.0561007076632,325.24203698184533,-63.18593627418211,8,35
2025-01-03,288.47233813338124,279.6557433756171,8.816594757764175,202.07238114588125,279.6557433756171,-77.58336222973583,28,107.96866557294064,139.82787168780854,-31.859206114867913,28,202.07238114588125,279.6557433756171,-77.58336222973583,28,35
2025-01-04,267.5205023687374,285.06825411862246,-17.547751749885016,267.5205023687374,285.06825411862246,-17.547751749885016,0,211.97845315311872,142.53412705931123,69.44432609380749,0,267.5205023687374,285.06825411862246,-17.547751749885016,0,35
2025-01-05,14.945235766091706,14.306774405975482,0.6384613601162248,9.146580819995943,14.228503809345352,-5.081922989349406,24,4.866768198670853,7.15338720298774,-2.2866190043168872,24,9.146580819995943,14.228503809345352,-5.081922989349406,24,27
2025-01-06,8.65436028337844,7.383441141037997,1.2709191423404413,5.927236783690452,6.182090607153764,-0.2548538234633118,19,5.61411920731422,3.691720570518998,1.9223986367952208,19,5.889749933690451,6.182090607153764,-0.2923406734633117,20,30
2025-01-07,27.469541577326936,22.09588143505976,5.373660142267175,27.198888758576935,22.09588143505976,5.1030073235171765,17,21.226625504288467,11.04794071752988,10.178684786758588,17,24.285789433576937,22.09588143505976,2.1899079985171763,19,31
2025-01-08,79.71542920264284,127.34843103478548,-47.63300183214263,79.71542920264284,127.34843103478548,-47.63300183214263,0,112.92932548882143,63.67421551739274,49.25510997142868,0,79.71542920264284,127.34843103478548,-47.63300183214263,0,30
2025-01-09,172.37896400305743,160.14594499435236,12.23301900870506,172.37896400305743,160.14594499435236,12.23301900870506,0,139.81762470465372,80.07297249717618,59.74465220747753,0,172.37896400305743,160.14594499435236,12.23301900870506,0,35
2025-01-10,322.68998430121513,276.06122648218866,46.62875781902641,322.68998430121513,276.06122648218866,46.62875781902641,0,319.1865136193575,138.03061324109433,181.1559003782632,0,322.68998430121513,276.06122648218866,46.62875781902641,0,35
2025-01-11,114.65599997932313,92.49515550066991,22.160844478653203,114.65599997932313,92.49515550066991,22.160844478653203,0,132.96561347091153,46.247577750334955,86.71803572057661,0,114.65599997932313,92.49515550066991,22.160844478653203,0,35
2025-01-12,42.824010790507344,27.71319214624652,15.110818644260823,42.824010790507344,27.71319214624652,15.110818644260823,0,44.80583064525368,13.85659607312326,30.94923457213041,0,42.824010790507344,27.71319214624652,15.110818644260823,0,31
2025-01-13,38.25871701141517,26.680253925991153,11.57846308542402,38.25871701141517,26.680253925991153,11.57846308542402,0,34.88058703383258,13.340126962995575,21.540460070837007,0,38.25871701141517,26.680253925991153,11.57846308542402,0,28
2025-01-14,170.85815270593835,117.06238568541505,53.79576702052329,170.85815270593835,117.06238568541505,53.79576702052329,0,210.11285222171918,58.53119284270753,151.58165937901163,0,170.85815270593835,117.06238568541505,53.79576702052329,0,34
2025-01-15,413.825080599803,394.90026372140983,18.92481687839318,413.825080599803,394.90026372140983,18.92481687839318,0,560.6141152780265,197.45013186070491,363.16398341732156,0,413.825080599803,394.90026372140983,18.92481687839318,0,34
2025-01-16,471.1070616015337,468.5519037900898,2.555157811443893,471.1070616015337,468.5519037900898,2.555157811443893,0,450.5149256757669,234.2759518950449,216.23897378072195,0,471.1070616015337,468.5519037900898,2.555157811443893,0,35
2025-01-17,471.1974913646074,370.6282460862801,100.56924527832732,471.1974913646074,370.6282460862801,100.56924527832732,0,507.4125333760537,185.31412304314006,322.0984103329137,0,471.1974913646074,370.6282460862801,100.56924527832732,0,35
2025-01-18,420.68081092485625,478.72738575065415,-58.04657482579794,420.68081092485625,478.72738575065415,-58.04657482579794,0,514.7851216530531,239.36369287532708,275.421428777726,0,420.68081092485625,478.72738575065415,-58.04657482579794,0,35
2025-01-19,163.06148105816123,151.0295623646902,12.031918693471027,163.06148105816123,151.0295623646902,12.031918693471027,0,175.55021101345562,75.5147811823451,100.03542983111052,0,163.06148105816123,151.0295623646902,12.031918693471027,0,35
2025-01-20,105.235588090683,82.1114438657214,23.124144224961604,105.235588090683,82.1114438657214,23.124144224961604,0,118.8794164328415,41.05572193286069,77.8236944999808,0,105.235588090683,82.1114438657214,23.124144224961604,0,30
