date,s1_total,s1_da,s1_imb,s2_total,s2_da,s2_imb,s2_curt,s3_total,s3_da,s3_imb,s3_curt,n_solar_qh
2026-01-21,134.23050539817865,116.1339448831223,18.096560515056346,123.37845571067864,116.1339448831223,7.244510827556345,4,125.77307346810005,81.29376141818561,44.47931204991445,1,33
2026-01-22,80.78428091374352,77.71700151098094,3.067279402762565,80.78428091374352,77.71700151098094,3.067279402762565,0,85.93520405712044,54.40190105768666,31.5333029994338,0,34
2026-01-23,282.88619327947504,257.7299737637889,25.156219515686157,273.89248981072507,257.7299737637889,16.162516046936158,1,287.9733676031325,180.4109816346522,107.56238596848033,0,35
2026-01-24,160.74947759836806,159.23069772797453,1.5187798703935371,160.74947759836806,159.23069772797453,1.5187798703935371,0,159.58676743385766,111.46148840958216,48.125279024275486,0,30
2026-01-25,48.85826174703007,51.241077241644035,-2.3828154946139595,48.85826174703007,51.241077241644035,-2.3828154946139595,0,47.26351984854605,35.868754069150825,11.394765779395229,0,34
2026-01-26,77.99141010727547,70.36858927879592,7.622820828479546,77.99141010727547,70.36858927879592,7.622820828479546,0,75.31654905321784,49.258012495157146,26.058536558060688,0,31
2026-01-27,98.59844125357401,116.25128330654168,-17.65284205296767,98.59844125357401,116.25128330654168,-17.65284205296767,0,100.5987977881268,81.37589831457917,19.222899473547635,0,37
2026-01-28,274.4737355344869,232.11274238214838,42.360993152338466,274.4737355344869,232.11274238214838,42.360993152338466,0,261.5547267535158,162.47891966750387,99.07580708601193,0,39
2026-01-29,181.78847182562816,163.6320100994343,18.156461726193882,181.78847182562816,163.6320100994343,18.156461726193882,0,187.0871489798147,114.542407069604,72.54474191021073,0,38
2026-01-30,252.7165439230169,229.84708064208178,22.869463280935133,252.7165439230169,229.84708064208178,22.869463280935133,0,237.9519362142368,160.89295644945724,77.0589797647796,0,37
2026-01-31,65.29291058750914,61.24419738459063,4.0487132029185195,64.37326914375916,61.24419738459063,3.1290717591685198,1,58.9732842668814,42.87093816921344,16.102346097667965,0,36
2026-02-01,68.8690155289325,38.582116555027504,30.286898973905,62.2802346914325,38.582116555027504,23.698118136405,5,65.40374934900274,27.007481588519248,38.396267760483504,0,39
2026-02-02,63.596042004446666,55.358728331230296,8.23731367321637,63.596042004446666,55.358728331230296,8.23731367321637,0,66.68854857436267,38.75110983186121,27.937438742501463,0,36
2026-02-03,214.9701989451976,193.05864480232628,21.911554142871317,200.87894368894763,193.05864480232628,7.820298886621321,8,202.39525405413832,135.1410513616284,67.25420269250993,4,38
2026-02-04,97.64514267562487,86.6115975771254,11.033545098499477,97.64514267562487,86.6115975771254,11.033545098499477,0,98.19037657668741,60.628118303987776,37.56225827269964,0,36
2026-02-05,88.95057610874468,101.77985302448613,-12.829276915741419,88.95057610874468,101.77985302448613,-12.829276915741419,0,97.23128484487128,71.24589711714027,25.985387727731013,0,39
2026-02-06,78.36843055418544,76.16098368120794,2.2074468729774797,78.36843055418544,76.16098368120794,2.2074468729774797,0,58.3753450666798,53.31268857684556,5.062656489834236,0,39
2026-02-07,98.50064533933633,95.3901530576233,3.1104922817130385,118.68316513308633,95.3901530576233,23.293012075463043,13,79.53157223441043,66.7731071403363,12.758465094074126,0,35
2026-02-08,106.49157962198296,104.21205007742341,2.27952954455955,94.98641186573298,104.21205007742341,-9.22563821169045,4,103.55489102663807,72.9484350541964,30.606455972441687,0,39
2026-02-09,260.3214879674041,255.263466808126,5.058021159278098,260.3214879674041,255.263466808126,5.058021159278098,0,259.36685315655785,178.68442676568822,80.68242639086968,0,39
2026-02-10,-9.655616354702056,82.24874022766991,-91.90435658237197,-9.655616354702056,82.24874022766991,-91.90435658237197,0,141.65582281295858,57.574118159368936,84.08170465358964,0,38
2026-02-11,36.77824514802949,20.494346225979477,16.28389892205001,49.028427835529484,20.494346225979477,28.53408160955001,7,42.81005783674564,14.346042358185635,28.464015478560015,0,39
2026-02-12,37.435246180676465,60.969369795477505,-23.534123614801036,119.26529451216989,60.977058017029066,58.28823649514082,2,109.77160090209853,42.67855885683426,67.09304204526428,3,39
2026-02-13,423.4715637053905,411.7924495835192,11.679114121871368,423.4715637053905,411.7924495835192,11.679114121871368,0,473.50518230064836,288.2547147084634,185.25046759218498,0,39
2026-02-14,40.58308182069455,64.13690475023927,-23.55382292954471,40.58308182069455,64.13690475023927,-23.55382292954471,0,110.63892848261119,44.89583332516748,65.74309515744372,0,39
2026-02-15,75.36407286301235,56.65169913945925,18.712373723553103,95.34305618115093,56.65447472806598,38.68858145308495,8,130.53213405598365,39.65618939762147,90.87594465836219,5,39
2026-02-16,52.8350570999265,53.34292621318407,-0.5078691132575708,112.20544392679551,53.34943690577185,58.85600702102366,7,195.35904700307356,37.34004834922885,158.0189986538447,1,39
2026-02-17,110.48368365776508,107.12051369719799,3.36316996056709,194.0724546577651,107.12051369719799,86.95194096056707,16,103.25732127918556,74.98435958803859,28.272961691146968,0,39
2026-02-18,125.4877128407654,92.88207582464292,32.60563701612247,125.4877128407654,92.88207582464292,32.60563701612247,0,149.2665311891608,65.01745307725005,84.24907811191073,0,39
2026-02-19,76.75268596492455,77.66969389389622,-0.9170079289716723,6.1067348149245415,77.66969389389622,-71.56295907897167,38,32.41472452544717,54.36878572572735,-21.954061200280165,18,39
2026-02-20,180.2538210124582,183.77910315605806,-3.5252821435998816,323.4174778749582,183.77910315605806,139.63837471890014,22,237.71337371684572,128.64537220924063,109.06800150760508,17,39
2026-02-21,-32.18289258299905,12.38707367276752,-44.56996625576658,312.1508732601617,12.399975785914755,299.7508974742469,31,211.29596810752565,8.670951570937264,202.6250165365884,29,39
2026-02-22,-4.188236710299092,1.7615982259655014,-5.949834936264595,84.23345919721336,1.8292662476098964,82.40419294960347,20,-1.476512987209368,1.2331187581758507,-2.7096317453852183,15,39
2026-02-23,16.670001332483825,29.05297415208783,-12.382972819604008,180.59856772559294,29.07386978191127,151.5246979436817,26,203.97661791273867,20.33708190646148,183.63953600627718,23,39
2026-02-24,72.855555505015,65.96925990216462,6.886295602850389,73.02903714835014,65.96991208879369,7.059125059556449,0,68.0969401810105,46.17848193151523,21.918458249495274,0,40
2026-02-25,61.068639629711726,44.86660958168505,16.20203004802668,6.293711823068499,44.88787537945071,-38.59416355638221,6,62.8059473995482,31.406626707179534,31.399320692368676,2,41
2026-02-26,33.111600469395626,37.885260073393326,-4.773659603997699,165.62231229600434,37.902501838025344,127.719810457979,41,233.3468204317019,26.519682051375327,206.82713838032657,41,41
2026-02-27,7.212882734912013,16.744189746754362,-9.531307011842348,151.52156099952708,16.75406076932683,134.76750023020026,22,41.75914762631342,11.720932822728054,30.038214803585372,17,42
2026-02-28,0.5892844608718911,0.8783284015655266,-0.2890439406936355,0.6145342567381806,0.8833349395748387,-0.26880068283665803,34,5.480475650735324,0.6148298810958686,4.865645769639455,29,40
2026-03-01,3.616864047372499,1.307382247305,2.3094818000674993,-0.6842951067025,1.3969569579975003,-2.0812520647000006,35,9.465311602535749,0.9151675731135,8.550144029422249,29,39
2026-03-02,-1.449198312010767,14.178254466120405,-15.627452778131172,123.95698159423924,14.178254466120405,109.77872712811882,30,78.35233407846746,9.924778126284284,68.42755595218317,28,42
2026-03-03,73.31055571274479,75.0192813971579,-1.7087256844131078,52.42688193149479,75.0192813971579,-22.592399465663107,8,99.26286555142136,52.51349697801053,46.74936857341083,0,41
2026-03-04,155.38308103398722,149.3132151101891,6.069865923798116,228.73405218398725,149.3132151101891,79.42083707379813,17,161.58908190879106,104.51925057713237,57.06983133165866,11,41
2026-03-05,176.00653317142428,180.094219689076,-4.087686517651727,175.04475199642428,180.094219689076,-5.049467692651728,2,181.11703612937202,126.0659537823532,55.0510823470188,0,47
2026-03-06,34.76068626469485,36.829821103481194,-2.069134838786356,21.494485220944846,36.829821103481194,-15.335335882536356,9,33.477247608411396,25.78087477243684,7.696372835974554,6,41
2026-03-07,122.76927630756626,109.76603458276426,13.003241724801997,84.30523063256626,109.76603458276426,-25.460803950198006,14,113.03504832842137,76.83622420793498,36.1988241204864,10,46
2026-03-08,100.5104965032711,94.85727082865523,5.653225674615867,95.98692133665705,94.85885209825672,1.1280692384003332,7,99.41501156603977,66.40008958005868,33.014921985981104,4,46
2026-03-09,117.52502011891767,113.23722553183886,4.2877945870787855,115.26331890016766,113.23722553183886,2.026093368328785,4,95.13230716136735,79.2660578722872,15.86624928908015,0,45
2026-03-10,284.8729807902312,290.56328474924044,-5.690303959009214,275.8833152902312,290.56328474924044,-14.679969459009213,2,263.26446161066184,203.3942993244683,59.87016228619356,0,45
2026-03-11,147.20906471037722,147.4073379533327,-0.19827324295549387,251.0166122728772,147.4073379533327,103.60927431954451,40,177.86946350976405,103.18513656733289,74.68432694243114,29,47
2026-03-12,51.13309268121462,71.45831788424289,-20.32522520302828,263.6821504163644,71.47071922252506,192.21143119383936,34,203.45256155497523,50.02082251897002,153.43173903600518,29,45
2026-03-13,50.168804661145266,44.00251461345191,6.16629004769336,36.438457429895266,44.00251461345191,-7.56405718355664,14,59.23508370780169,30.80176022941633,28.43332347838535,12,45
2026-03-14,85.071394706712,80.26605969969683,4.805335007015174,83.564002769212,80.26605969969683,3.297943069515173,14,71.5877820396984,56.18624178978777,15.401540249910623,0,41
2026-03-15,16.017904814812567,13.473225658730671,2.5446791560818918,22.541637183424704,13.475533741813834,9.066103441610865,13,17.957687219118796,9.43125796111147,8.526429258007324,8,46
2026-03-16,91.44250089358025,86.2780433450587,5.164457548521553,53.35939091858026,86.2780433450587,-32.918652426478445,18,112.20794942550619,60.39463034154108,51.8133190839651,11,47
2026-03-17,17.90149657136234,31.30757626500863,-13.40607969364629,113.99150009710138,31.325608913873943,82.66589118322743,22,72.19140482557863,21.915303385506043,50.27610144007259,9,43
2026-03-18,36.719366297801585,32.35315412365343,4.366212174148154,38.309057582293335,32.594177943513614,5.714879638779716,39,92.22321002471111,22.6472078865574,69.57600213815371,26,45
2026-03-19,12.090078398978195,18.388189927922667,-6.298111528944473,104.64916906507078,18.403432957625164,86.2457361074456,21,105.16057263865974,12.871732949545866,92.28883968911386,15,47
2026-03-20,127.7328439576824,101.77224735067188,25.960596607010523,428.0076524264324,101.77224735067188,326.2354050757606,25,346.62885417912764,71.24057314547031,275.38828103365734,11,47
2026-03-21,93.97973737034644,67.35057449587408,26.629162874472364,92.50534885304165,67.35227050661123,25.153078346430433,9,171.95290628174251,47.14540214711186,124.80750413463068,1,47
2026-03-22,4.8614248058654645,24.418722422476463,-19.557297616611002,95.11925301741071,31.71147778662135,63.407775230789355,32,22.61997829410583,17.09310569573352,5.526872598372309,26,47
2026-03-23,274.7454932082346,228.28586546973725,46.459627738497375,514.6114156582346,228.28586546973725,286.32555018849735,16,363.59698341888924,159.80010582881604,203.79687759007322,0,47
2026-03-24,111.02598217663382,101.02381970946558,10.002162467168233,267.70677598831037,101.03274031395621,166.67403567435423,31,305.27253097864366,70.7166737966259,234.55585718201775,28,47
2026-03-25,-118.90829450476502,4.7141757627750005,-123.62247026754001,129.72372893050752,4.725263538585001,124.99846539192251,23,214.5054199666645,3.2999230339425,211.205496932722,18,47
2026-03-26,422.41509307731,88.0885097952075,334.3265832821025,530.81386092019,88.09268479337251,442.7211761268175,16,529.9436354684921,61.66195685664525,468.28167861184676,12,47
2026-03-27,356.380502380255,264.9601442742525,91.42035810600248,305.439145811505,264.9601442742525,40.47900153725249,23,284.3763219868035,185.47210099197673,98.90422099482676,15,47
2026-03-28,86.24677123002752,55.424751879982495,30.822019350045004,132.8244205675275,55.424751879982495,77.399668687545,29,173.92255512601923,38.797326315987746,135.1252288100315,14,47
2026-03-29,109.776973380105,93.79057168291502,15.98640169719,124.184516942605,93.79057168291502,30.39394525969,38,108.19632856482349,65.6534001780405,42.542928386783004,27,48
2026-03-30,-35.490250726662495,131.21447029704,-166.7047210237025,349.3501072608375,131.21447029704,218.13563696379748,37,254.54972914571124,91.85012920792799,162.69959993778326,35,48
2026-03-31,873.1483926476375,266.117152396095,607.0312402515424,873.8215765413875,266.117152396095,607.7044241452925,2,955.8468954352213,186.28200667726648,769.5648887579548,0,49
2026-04-01,712.1481896357109,681.1567267624639,30.991462873247052,712.1481896357109,681.1567267624639,30.991462873247052,0,737.0202626943728,476.80970873372473,260.210553960648,0,48
2026-04-02,407.66635548404366,369.8382834386089,37.82807204543475,407.66635548404366,369.8382834386089,37.82807204543475,0,402.8358657182056,258.8867984070262,143.94906731117933,0,48
2026-04-03,134.63800258848312,104.55139839497578,30.08660419350735,139.61147813223312,104.55139839497578,35.06007973725735,27,143.5975531925632,73.18597887648303,70.41157431608016,23,48
2026-04-04,45.30405309660548,31.06293849447348,14.241114602131997,45.386810184857744,31.30455900111874,14.082251183739004,40,98.36648617762383,21.744056946131437,76.62242923149239,31,50
2026-04-05,-174.92943772713863,-172.24980378036486,-2.679633946773757,697.8004491870353,0.03843420361997005,697.7620149834153,39,228.755098017253,-120.57486264625538,349.3299606635084,34,49
2026-04-06,-47.2561097629044,-56.25525637155542,8.999146608651026,2.9339230172660153,4.456071149669608,-1.5221481324035921,32,85.66445486471693,-39.3786794600888,125.04313432480572,27,46
2026-04-07,50.97505001519112,28.0294867389608,22.945563276230324,-143.8850188984424,45.273740776760214,-189.1587596752026,35,94.6261725618838,19.620640717272558,75.00553184461126,20,50
2026-04-08,101.72682523910856,110.9895844330661,-9.262759193957548,200.0395181078851,140.59344868018815,59.44606942769692,31,87.21253511987598,77.69270910314626,9.519826016729713,14,50
2026-04-09,51.53967848548673,54.00415385105393,-2.4644753655671945,32.22713317865971,61.00597237485414,-28.778839196194433,29,49.26442450421573,37.802907695737744,11.461516808478004,20,50
2026-04-10,151.24890372521696,146.0597156221474,5.189188103069527,205.83156541896696,146.0597156221474,59.77184979681953,17,194.58956461952687,102.24180093550319,92.34776368402368,15,46
2026-04-11,-210.75305777782802,-55.83280656056392,-154.92025121726408,730.2581438760492,22.034728010749603,708.2234158652996,28,182.35942395739545,-39.08296459239474,221.44238854979017,24,47
2026-04-12,73.18489593506197,72.91583050363997,0.26906543142202244,88.30394971006197,72.91583050363997,15.388119206422026,43,85.60389779516838,51.04108135254796,34.56281644262042,38,50
2026-04-13,914.7399364195356,859.9857954903562,54.75414092917934,914.7399364195356,859.9857954903562,54.75414092917934,0,826.372554799925,601.9900568432494,224.38249795667554,0,51
2026-04-14,336.7132685037906,315.79028734416227,20.92298115962833,301.6115230350406,315.79028734416227,-14.178764309121668,21,278.7283733957784,221.0532011409136,57.67517225486485,8,51
2026-04-15,237.7835372307958,206.0194914712181,31.764045759577698,422.7492163763166,206.0299683618293,216.71924801448733,30,382.60226735155703,144.21364402985267,238.3886233217044,25,51
2026-04-16,69.64376016024906,66.29935426396196,3.344405896287101,78.84159765956241,66.29987268458834,12.54172497497408,31,65.25328750154935,46.40954798477337,18.843739516775972,20,47
2026-04-17,167.22889975405676,138.82957947841848,28.39932027563829,204.07139519155675,138.82957947841848,65.2418157131383,20,187.32384194783975,97.18070563489292,90.14313631294681,19,51
2026-04-18,50.27341334599729,61.25756999848843,-10.98415665249114,222.41426796950537,65.93019281235988,156.4840751571455,24,-63.70972742780191,42.880298998941896,-106.5900264267438,12,52
2026-04-19,-0.7378382387090276,13.79903290680131,-14.53687114551034,30.182022966786025,18.702355898417157,11.479667068368869,37,-17.965213075846314,9.659323034760916,-27.624536110607238,28,51
2026-04-20,17.207510761456387,38.516739349851846,-21.309228588395463,280.3728034114564,38.516739349851846,241.8560640616045,32,-73.47744964698055,26.96171754489629,-100.43916719187683,2,52
2026-04-21,19.535661692933115,24.72986416997403,-5.194202477040914,111.82780282469885,24.846892553818417,86.98091027088041,26,21.163773025678175,17.31090491898182,3.852868106696352,18,51
2026-04-22,11.63060099199402,-12.341432330085608,23.97203332207963,55.966790544393035,12.229783068696293,43.73700747569674,28,191.24932110689582,-8.639002631059926,199.88832373795574,28,52
2026-04-23,-8.730811394036625,-12.445820329795673,3.715008935759046,34.663285558158115,15.693151745422497,18.970133812735618,32,26.724151168549362,-8.712074230856969,35.43622539940633,21,47
2026-04-24,-5.365469661092986,-19.326929799892365,13.961460138799376,28.007769787293675,26.49536121272325,1.5124085745704239,16,134.8356563891099,-13.528850859924653,148.36450724903455,14,51
2026-04-25,-193.19840421401614,-238.30667712500792,45.1082729109918,20.461919455518345,5.799835633116045,14.662083822402305,26,22.13994180893871,-166.81467398750556,188.95461579644424,16,47
2026-04-26,-493.4452467501106,-526.4412952402052,32.99604849009461,-0.0850898900105741,8.90128725186883,-8.986377141879405,30,31.32752701992259,-368.5089066681436,399.8364336880662,22,51
2026-04-27,72.1825759132517,51.111152971700406,21.071422941551297,52.25104800131758,51.778370328900316,0.47267767241726943,28,64.69015179990117,35.77780708019028,28.9123447197109,7,49
2026-04-28,26.410924210466746,33.705030472763184,-7.2941062622964346,84.492724897421,41.555249133928086,42.93747576349293,18,37.10329373295172,23.593521330934227,13.5097724020175,10,53
2026-04-29,-51.836621661913384,-50.86519338734881,-0.9714282745645703,92.24871815037729,17.427645146809837,74.82107300356745,26,-6.460177877714361,-35.60563537114417,29.145457493429806,15,53
2026-04-30,-17.735308377810384,-42.768937420524374,25.033629042713986,55.54353973064895,16.974841304720236,38.568698425928716,21,33.76135316115774,-29.938256194367053,63.6996093555248,10,54
2026-05-01,-1003.5170219212494,-1042.7748304608633,39.257808539613855,71.55773681705884,6.433050137376501,65.12468667968236,53,-138.28896622299956,-729.9423813226042,591.6534150996047,50,53
2026-05-02,-43.11422163649151,-41.194876530191365,-1.91934510630014,12.139138530604441,5.542048198311637,6.597090332292805,37,-28.196237449294053,-28.836413571133953,0.6401761218399038,35,47
2026-05-03,25.667242310047563,24.798294412127756,0.8689478979198011,49.15713183245255,25.78014014481222,23.37699168764032,9,37.397476952033294,17.35880608848943,20.038670863543864,0,54
2026-05-04,302.36966969310856,309.96294527822994,-7.593275585121379,302.36966969310856,309.96294527822994,-7.593275585121379,0,283.938624102051,216.97406169476093,66.96456240729005,0,55
2026-05-05,357.9177630045137,386.2886499633396,-28.370886958825913,357.9177630045137,386.2886499633396,-28.370886958825913,0,389.2074239525346,270.4020549743377,118.80536897819688,0,52
2026-05-06,708.0763943365339,711.2447228158371,-3.1683284793033524,708.0763943365339,711.2447228158371,-3.1683284793033524,0,601.2358002643236,497.87130597108603,103.36449429323767,0,56
2026-05-07,342.8119755108904,307.2087186424401,35.60325686845033,342.8119755108904,307.2087186424401,35.60325686845033,0,345.55689986637327,215.04610304970802,130.51079681666525,0,55
2026-05-08,13.47357067455465,8.433412482548572,5.040158192006078,15.28615116873058,8.43398537447608,6.8521657942545,7,26.342474400938258,5.903388737783999,20.439085663154252,2,52
2026-05-09,21.949895169432676,16.045694530514936,5.904200638917741,62.17168389126243,16.096218438427954,46.07546545283448,39,122.57938649235287,11.231986171360456,111.34740032099242,32,53
2026-05-10,5.5080488435966855,11.38572192881712,-5.877673085220433,42.882794087502525,11.790006136168177,31.09278795133435,42,27.60799170551768,7.9700053501719825,19.637986355345696,31,56
2026-05-11,60.88569834536186,50.05772796367081,10.827970381691053,70.75167343286186,50.05772796367081,20.69394546919105,37,64.94778075050331,35.040409574569566,29.907371175933733,23,55
