timestamp,cost_eur,forced_kwh,smart_kwh,total_kwh,soc_kwh,isp,smart_triggered,month,strategy,date
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,33.0,11.42,False,1,S8v2,2025-01-02
2025-01-02 00:15:00,0.0,0.0,0.0,0.0,33.0,11.77,False,1,S8v2,2025-01-02
2025-01-02 00:30:00,0.0,0.0,0.0,0.0,33.0,11.85,False,1,S8v2,2025-01-02
2025-01-02 00:45:00,-0.0157575,0.0,2.75,2.75,35.75,-5.73,True,1,S8v2,2025-01-02
2025-01-02 01:00:00,0.030717500000000002,0.0,2.75,2.75,38.5,11.17,True,1,S8v2,2025-01-02
2025-01-02 01:15:00,0.031817500000000006,0.0,2.75,2.75,41.25,11.57,True,1,S8v2,2025-01-02
2025-01-02 01:30:00,0.031817500000000006,0.0,2.75,2.75,44.0,11.57,True,1,S8v2,2025-01-02
2025-01-02 01:45:00,0.0339075,0.0,2.75,2.75,46.75,12.33,True,1,S8v2,2025-01-02
2025-01-02 02:00:00,0.0,0.0,0.0,0.0,46.75,10.5,False,1,S8v2,2025-01-02
2025-01-02 02:15:00,0.0275275,0.0,2.75,2.75,49.5,10.01,True,1,S8v2,2025-01-02
2025-01-02 02:30:00,0.0,0.0,0.0,0.0,49.5,10.14,False,1,S8v2,2025-01-02
2025-01-02 02:45:00,0.030855,0.0,2.75,2.75,52.25,11.22,True,1,S8v2,2025-01-02
2025-01-02 03:00:00,0.029315,0.0,2.75,2.75,55.0,10.66,True,1,S8v2,2025-01-02
2025-01-02 03:15:00,0.0,0.0,0.0,0.0,55.0,10.19,False,1,S8v2,2025-01-02
2025-01-02 03:30:00,0.0,0.0,0.0,0.0,55.0,11.17,False,1,S8v2,2025-01-02
2025-01-02 03:45:00,0.030744999999999998,0.0,2.75,2.75,57.75,11.18,True,1,S8v2,2025-01-02
2025-01-02 04:00:00,0.0,0.0,0.0,0.0,57.75,11.61,False,1,S8v2,2025-01-02
2025-01-02 04:15:00,0.0,0.0,0.0,0.0,57.75,12.92,False,1,S8v2,2025-01-02
2025-01-02 04:30:00,0.0,0.0,0.0,0.0,57.75,13.59,False,1,S8v2,2025-01-02
2025-01-02 04:45:00,0.0,0.0,0.0,0.0,57.75,13.93,False,1,S8v2,2025-01-02
2025-01-02 05:00:00,0.0,0.0,0.0,0.0,57.75,20.25,False,1,S8v2,2025-01-02
2025-01-02 05:15:00,0.0,0.0,0.0,0.0,57.75,28.11,False,1,S8v2,2025-01-02
2025-01-02 05:30:00,0.0,0.0,0.0,0.0,57.75,31.2,False,1,S8v2,2025-01-02
2025-01-02 05:45:00,0.0,0.0,0.0,0.0,57.75,31.9,False,1,S8v2,2025-01-02
2025-01-02 06:00:00,0.0,0.0,0.0,0.0,55.875,47.66,False,1,S8v2,2025-01-02
2025-01-02 06:15:00,0.0,0.0,0.0,0.0,54.0,30.7,False,1,S8v2,2025-01-02
2025-01-02 06:30:00,0.0,0.0,0.0,0.0,52.125,42.3,False,1,S8v2,2025-01-02
2025-01-02 06:45:00,0.0,0.0,0.0,0.0,50.25,63.46,False,1,S8v2,2025-01-02
2025-01-02 07:00:00,0.0,0.0,0.0,0.0,50.25,55.6,False,1,S8v2,2025-01-02
2025-01-02 07:15:00,0.0,0.0,0.0,0.0,50.25,45.47,False,1,S8v2,2025-01-02
2025-01-02 07:30:00,0.0,0.0,0.0,0.0,50.25,63.27,False,1,S8v2,2025-01-02
2025-01-02 07:45:00,0.0,0.0,0.0,0.0,50.25,61.56,False,1,S8v2,2025-01-02
2025-01-02 08:00:00,0.0,0.0,0.0,0.0,50.25,61.91,False,1,S8v2,2025-01-02
2025-01-02 08:15:00,0.0,0.0,0.0,0.0,50.25,60.83,False,1,S8v2,2025-01-02
2025-01-02 08:30:00,0.0,0.0,0.0,0.0,50.25,64.55,False,1,S8v2,2025-01-02
2025-01-02 08:45:00,0.0,0.0,0.0,0.0,50.25,62.63,False,1,S8v2,2025-01-02
2025-01-02 09:00:00,0.0,0.0,0.0,0.0,50.25,63.61,False,1,S8v2,2025-01-02
2025-01-02 09:15:00,0.0,0.0,0.0,0.0,50.25,62.21,False,1,S8v2,2025-01-02
2025-01-02 09:30:00,0.0,0.0,0.0,0.0,50.25,61.05,False,1,S8v2,2025-01-02
2025-01-02 09:45:00,0.0,0.0,0.0,0.0,50.25,63.06,False,1,S8v2,2025-01-02
2025-01-02 10:00:00,0.0,0.0,0.0,0.0,50.25,72.4,False,1,S8v2,2025-01-02
2025-01-02 10:15:00,0.0,0.0,0.0,0.0,50.25,70.57,False,1,S8v2,2025-01-02
2025-01-02 10:30:00,0.0,0.0,0.0,0.0,50.25,70.84,False,1,S8v2,2025-01-02
2025-01-02 10:45:00,0.0,0.0,0.0,0.0,50.25,74.19,False,1,S8v2,2025-01-02
2025-01-02 11:00:00,0.0,0.0,0.0,0.0,50.25,63.83,False,1,S8v2,2025-01-02
2025-01-02 11:15:00,0.0,0.0,0.0,0.0,50.25,60.76,False,1,S8v2,2025-01-02
2025-01-02 11:30:00,0.0,0.0,0.0,0.0,50.25,102.44,False,1,S8v2,2025-01-02
2025-01-02 11:45:00,0.0,0.0,0.0,0.0,50.25,86.36,False,1,S8v2,2025-01-02
2025-01-02 12:00:00,0.0,0.0,0.0,0.0,50.25,99.68,False,1,S8v2,2025-01-02
2025-01-02 12:15:00,0.0,0.0,0.0,0.0,50.25,105.18,False,1,S8v2,2025-01-02
2025-01-02 12:30:00,0.0,0.0,0.0,0.0,50.25,122.1,False,1,S8v2,2025-01-02
2025-01-02 12:45:00,0.0,0.0,0.0,0.0,50.25,131.15,False,1,S8v2,2025-01-02
2025-01-02 13:00:00,0.0,0.0,0.0,0.0,50.25,493.73,False,1,S8v2,2025-01-02
2025-01-02 13:15:00,0.0,0.0,0.0,0.0,50.25,202.68,False,1,S8v2,2025-01-02
2025-01-02 13:30:00,0.0,0.0,0.0,0.0,50.25,187.92,False,1,S8v2,2025-01-02
2025-01-02 13:45:00,0.0,0.0,0.0,0.0,50.25,84.18,False,1,S8v2,2025-01-02
2025-01-02 14:00:00,0.0,0.0,0.0,0.0,50.25,64.35,False,1,S8v2,2025-01-02
2025-01-02 14:15:00,0.0,0.0,0.0,0.0,50.25,109.25,False,1,S8v2,2025-01-02
2025-01-02 14:30:00,0.0,0.0,0.0,0.0,50.25,121.69,False,1,S8v2,2025-01-02
2025-01-02 14:45:00,0.0,0.0,0.0,0.0,50.25,130.07,False,1,S8v2,2025-01-02
2025-01-02 15:00:00,0.0,0.0,0.0,0.0,50.25,106.44,False,1,S8v2,2025-01-02
2025-01-02 15:15:00,0.0,0.0,0.0,0.0,50.25,149.98,False,1,S8v2,2025-01-02
2025-01-02 15:30:00,0.0,0.0,0.0,0.0,50.25,73.29,False,1,S8v2,2025-01-02
2025-01-02 15:45:00,0.0,0.0,0.0,0.0,50.25,74.89,False,1,S8v2,2025-01-02
2025-01-02 16:00:00,0.0,0.0,0.0,0.0,50.25,87.81,False,1,S8v2,2025-01-02
2025-01-02 16:15:00,0.0,0.0,0.0,0.0,50.25,109.82,False,1,S8v2,2025-01-02
2025-01-02 16:30:00,0.0,0.0,0.0,0.0,50.25,101.9,False,1,S8v2,2025-01-02
2025-01-02 16:45:00,0.0,0.0,0.0,0.0,50.25,101.35,False,1,S8v2,2025-01-02
2025-01-02 17:00:00,0.0,0.0,0.0,0.0,50.25,97.27,False,1,S8v2,2025-01-02
2025-01-02 17:15:00,0.0,0.0,0.0,0.0,50.25,97.98,False,1,S8v2,2025-01-02
2025-01-02 17:30:00,0.0,0.0,0.0,0.0,50.25,112.19,False,1,S8v2,2025-01-02
2025-01-02 17:45:00,0.0,0.0,0.0,0.0,50.25,92.63,False,1,S8v2,2025-01-02
2025-01-02 18:00:00,0.0,0.0,0.0,0.0,48.375,94.84,False,1,S8v2,2025-01-02
2025-01-02 18:15:00,0.0,0.0,0.0,0.0,46.5,89.23,False,1,S8v2,2025-01-02
2025-01-02 18:30:00,0.0,0.0,0.0,0.0,44.625,95.36,False,1,S8v2,2025-01-02
2025-01-02 18:45:00,0.0,0.0,0.0,0.0,42.75,94.74,False,1,S8v2,2025-01-02
2025-01-02 19:00:00,0.0,0.0,0.0,0.0,42.75,106.4,False,1,S8v2,2025-01-02
2025-01-02 19:15:00,0.0,0.0,0.0,0.0,42.75,69.89,False,1,S8v2,2025-01-02
2025-01-02 19:30:00,0.0,0.0,0.0,0.0,42.75,67.46,False,1,S8v2,2025-01-02
2025-01-02 19:45:00,0.0,0.0,0.0,0.0,42.75,30.88,False,1,S8v2,2025-01-02
2025-01-02 20:00:00,0.0,0.0,0.0,0.0,42.75,107.76,False,1,S8v2,2025-01-02
2025-01-02 20:15:00,-0.0,0.0,0.0,0.0,42.75,-158.9,False,1,S8v2,2025-01-02
2025-01-02 20:30:00,0.0,0.0,0.0,0.0,42.75,40.44,False,1,S8v2,2025-01-02
2025-01-02 20:45:00,0.0,0.0,0.0,0.0,42.75,39.31,False,1,S8v2,2025-01-02
2025-01-02 21:00:00,0.0,0.0,0.0,0.0,42.75,61.18,False,1,S8v2,2025-01-02
2025-01-02 21:15:00,0.0,0.0,0.0,0.0,42.75,53.43,False,1,S8v2,2025-01-02
2025-01-02 21:30:00,0.0,0.0,0.0,0.0,42.75,53.67,False,1,S8v2,2025-01-02
2025-01-02 21:45:00,0.0,0.0,0.0,0.0,42.75,53.97,False,1,S8v2,2025-01-02
2025-01-02 22:00:00,0.0,0.0,0.0,0.0,42.75,31.03,False,1,S8v2,2025-01-02
2025-01-02 22:15:00,0.0,0.0,0.0,0.0,42.75,35.63,False,1,S8v2,2025-01-02
2025-01-02 22:30:00,0.0,0.0,0.0,0.0,42.75,32.15,False,1,S8v2,2025-01-02
2025-01-02 22:45:00,0.0,0.0,0.0,0.0,42.75,35.36,False,1,S8v2,2025-01-02
2025-01-02 23:00:00,0.0,0.0,0.0,0.0,42.75,40.25,False,1,S8v2,2025-01-02
2025-01-02 23:15:00,0.0,0.0,0.0,0.0,42.75,35.57,False,1,S8v2,2025-01-02
2025-01-02 23:30:00,0.0,0.0,0.0,0.0,42.75,37.84,False,1,S8v2,2025-01-02
2025-01-02 23:45:00,0.0,0.0,0.0,0.0,42.75,39.81,False,1,S8v2,2025-01-02
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,42.75,39.38,False,1,S8v2,2025-01-03
2025-01-03 00:15:00,0.0,0.0,0.0,0.0,42.75,34.41,False,1,S8v2,2025-01-03
2025-01-03 00:30:00,0.0,0.0,0.0,0.0,42.75,35.63,False,1,S8v2,2025-01-03
2025-01-03 00:45:00,0.11494999999999998,0.0,2.75,2.75,45.5,41.8,True,1,S8v2,2025-01-03
2025-01-03 01:00:00,0.0,0.0,0.0,0.0,45.5,33.16,False,1,S8v2,2025-01-03
2025-01-03 01:15:00,0.0,0.0,0.0,0.0,45.5,36.18,False,1,S8v2,2025-01-03
2025-01-03 01:30:00,0.0,0.0,0.0,0.0,45.5,36.85,False,1,S8v2,2025-01-03
2025-01-03 01:45:00,0.0,0.0,0.0,0.0,45.5,56.34,False,1,S8v2,2025-01-03
2025-01-03 02:00:00,0.0,0.0,0.0,0.0,45.5,33.84,False,1,S8v2,2025-01-03
2025-01-03 02:15:00,0.0,0.0,0.0,0.0,45.5,34.35,False,1,S8v2,2025-01-03
2025-01-03 02:30:00,0.0,0.0,0.0,0.0,45.5,38.86,False,1,S8v2,2025-01-03
2025-01-03 02:45:00,0.09911,0.0,2.75,2.75,48.25,36.04,True,1,S8v2,2025-01-03
2025-01-03 03:00:00,0.0,0.0,0.0,0.0,48.25,35.17,False,1,S8v2,2025-01-03
2025-01-03 03:15:00,0.0,0.0,0.0,0.0,48.25,36.25,False,1,S8v2,2025-01-03
2025-01-03 03:30:00,0.0,0.0,0.0,0.0,48.25,44.65,False,1,S8v2,2025-01-03
2025-01-03 03:45:00,0.1101925,0.0,2.75,2.75,51.0,40.07,True,1,S8v2,2025-01-03
2025-01-03 04:00:00,0.0,0.0,0.0,0.0,51.0,34.08,False,1,S8v2,2025-01-03
2025-01-03 04:15:00,0.0,0.0,0.0,0.0,51.0,30.1,False,1,S8v2,2025-01-03
2025-01-03 04:30:00,0.0,0.0,0.0,0.0,51.0,28.78,False,1,S8v2,2025-01-03
2025-01-03 04:45:00,0.0,0.0,0.0,0.0,51.0,33.37,False,1,S8v2,2025-01-03
2025-01-03 05:00:00,0.0,0.0,0.0,0.0,51.0,47.0,False,1,S8v2,2025-01-03
2025-01-03 05:15:00,0.0,0.0,0.0,0.0,51.0,39.2,False,1,S8v2,2025-01-03
2025-01-03 05:30:00,0.0,0.0,0.0,0.0,51.0,30.46,False,1,S8v2,2025-01-03
2025-01-03 05:45:00,0.0,0.0,0.0,0.0,51.0,30.97,False,1,S8v2,2025-01-03
2025-01-03 06:00:00,0.0,0.0,0.0,0.0,49.125,40.76,False,1,S8v2,2025-01-03
2025-01-03 06:15:00,0.0,0.0,0.0,0.0,47.25,33.03,False,1,S8v2,2025-01-03
2025-01-03 06:30:00,0.0,0.0,0.0,0.0,45.375,66.93,False,1,S8v2,2025-01-03
2025-01-03 06:45:00,0.0,0.0,0.0,0.0,43.5,69.09,False,1,S8v2,2025-01-03
2025-01-03 07:00:00,0.0,0.0,0.0,0.0,43.5,68.29,False,1,S8v2,2025-01-03
2025-01-03 07:15:00,0.0,0.0,0.0,0.0,43.5,66.22,False,1,S8v2,2025-01-03
2025-01-03 07:30:00,0.0,0.0,0.0,0.0,43.5,62.75,False,1,S8v2,2025-01-03
2025-01-03 07:45:00,0.0,0.0,0.0,0.0,43.5,69.86,False,1,S8v2,2025-01-03
2025-01-03 08:00:00,0.15322999999999998,0.0,2.75,2.75,46.25,55.72,True,1,S8v2,2025-01-03
2025-01-03 08:15:00,0.0,0.0,0.0,0.0,46.25,40.9,False,1,S8v2,2025-01-03
2025-01-03 08:30:00,0.13992000000000002,0.0,2.75,2.75,49.0,50.88,True,1,S8v2,2025-01-03
2025-01-03 08:45:00,0.142945,0.0,2.75,2.75,51.75,51.98,True,1,S8v2,2025-01-03
2025-01-03 09:00:00,0.0,0.0,0.0,0.0,51.75,19.65,False,1,S8v2,2025-01-03
2025-01-03 09:15:00,0.0,0.0,0.0,0.0,51.75,19.65,False,1,S8v2,2025-01-03
2025-01-03 09:30:00,0.0,0.0,0.0,0.0,51.75,443.77,False,1,S8v2,2025-01-03
2025-01-03 09:45:00,0.0,0.0,0.0,0.0,51.75,19.65,False,1,S8v2,2025-01-03
2025-01-03 10:00:00,0.0,0.0,0.0,0.0,51.75,41.06,False,1,S8v2,2025-01-03
2025-01-03 10:15:00,0.0,0.0,0.0,0.0,51.75,39.71,False,1,S8v2,2025-01-03
2025-01-03 10:30:00,0.0,0.0,0.0,0.0,51.75,49.36,False,1,S8v2,2025-01-03
2025-01-03 10:45:00,0.0,0.0,0.0,0.0,51.75,61.96,False,1,S8v2,2025-01-03
2025-01-03 11:00:00,0.215545,0.0,2.75,2.75,54.5,78.38,True,1,S8v2,2025-01-03
2025-01-03 11:15:00,0.2003925,0.0,2.75,2.75,57.25,72.87,True,1,S8v2,2025-01-03
2025-01-03 11:30:00,0.2095775,0.0,2.75,2.75,60.0,76.21,True,1,S8v2,2025-01-03
2025-01-03 11:45:00,0.20537,0.0,2.75,2.75,62.75,74.68,True,1,S8v2,2025-01-03
2025-01-03 12:00:00,0.12105500000000001,0.0,2.75,2.75,65.5,44.02,True,1,S8v2,2025-01-03
2025-01-03 12:15:00,0.0,0.0,0.0,0.0,65.5,49.87,False,1,S8v2,2025-01-03
2025-01-03 12:30:00,0.0,0.0,0.0,0.0,65.5,41.86,False,1,S8v2,2025-01-03
2025-01-03 12:45:00,0.0,0.0,0.0,0.0,65.5,46.68,False,1,S8v2,2025-01-03
2025-01-03 13:00:00,0.0,0.0,0.0,0.0,65.5,52.13,False,1,S8v2,2025-01-03
2025-01-03 13:15:00,0.008675,0.0,0.5,0.5,66.0,17.35,True,1,S8v2,2025-01-03
2025-01-03 13:30:00,0.0,0.0,0.0,0.0,66.0,9.26,False,1,S8v2,2025-01-03
2025-01-03 13:45:00,0.0,0.0,0.0,0.0,66.0,10.37,False,1,S8v2,2025-01-03
2025-01-03 14:00:00,-0.0,0.0,0.0,0.0,66.0,-60.37,False,1,S8v2,2025-01-03
2025-01-03 14:15:00,0.0,0.0,0.0,0.0,66.0,39.42,False,1,S8v2,2025-01-03
2025-01-03 14:30:00,0.0,0.0,0.0,0.0,66.0,44.52,False,1,S8v2,2025-01-03
2025-01-03 14:45:00,-0.0,0.0,0.0,0.0,66.0,-13.43,False,1,S8v2,2025-01-03
2025-01-03 15:00:00,0.0,0.0,0.0,0.0,66.0,38.43,False,1,S8v2,2025-01-03
2025-01-03 15:15:00,0.0,0.0,0.0,0.0,66.0,40.56,False,1,S8v2,2025-01-03
2025-01-03 15:30:00,0.0,0.0,0.0,0.0,66.0,40.19,False,1,S8v2,2025-01-03
2025-01-03 15:45:00,0.0,0.0,0.0,0.0,66.0,44.24,False,1,S8v2,2025-01-03
2025-01-03 16:00:00,0.0,0.0,0.0,0.0,66.0,52.0,False,1,S8v2,2025-01-03
2025-01-03 16:15:00,0.0,0.0,0.0,0.0,66.0,48.14,False,1,S8v2,2025-01-03
2025-01-03 16:30:00,0.0,0.0,0.0,0.0,66.0,47.99,False,1,S8v2,2025-01-03
2025-01-03 16:45:00,0.0,0.0,0.0,0.0,66.0,52.11,False,1,S8v2,2025-01-03
2025-01-03 17:00:00,0.0,0.0,0.0,0.0,66.0,69.13,False,1,S8v2,2025-01-03
2025-01-03 17:15:00,0.0,0.0,0.0,0.0,66.0,524.53,False,1,S8v2,2025-01-03
2025-01-03 17:30:00,0.0,0.0,0.0,0.0,66.0,248.73,False,1,S8v2,2025-01-03
2025-01-03 17:45:00,0.0,0.0,0.0,0.0,66.0,563.07,False,1,S8v2,2025-01-03
2025-01-03 18:00:00,0.0,0.0,0.0,0.0,64.125,128.78,False,1,S8v2,2025-01-03
2025-01-03 18:15:00,0.0,0.0,0.0,0.0,62.25,189.42,False,1,S8v2,2025-01-03
2025-01-03 18:30:00,0.0,0.0,0.0,0.0,60.375,219.58,False,1,S8v2,2025-01-03
2025-01-03 18:45:00,0.0,0.0,0.0,0.0,58.5,215.96,False,1,S8v2,2025-01-03
2025-01-03 19:00:00,0.0,0.0,0.0,0.0,58.5,246.16,False,1,S8v2,2025-01-03
2025-01-03 19:15:00,0.0,0.0,0.0,0.0,58.5,122.94,False,1,S8v2,2025-01-03
2025-01-03 19:30:00,0.0,0.0,0.0,0.0,58.5,80.48,False,1,S8v2,2025-01-03
2025-01-03 19:45:00,0.0,0.0,0.0,0.0,58.5,59.65,False,1,S8v2,2025-01-03
2025-01-03 20:00:00,0.0,0.0,0.0,0.0,58.5,286.2,False,1,S8v2,2025-01-03
2025-01-03 20:15:00,0.0,0.0,0.0,0.0,58.5,75.61,False,1,S8v2,2025-01-03
2025-01-03 20:30:00,0.0,0.0,0.0,0.0,58.5,72.81,False,1,S8v2,2025-01-03
2025-01-03 20:45:00,0.0,0.0,0.0,0.0,58.5,89.25,False,1,S8v2,2025-01-03
2025-01-03 21:00:00,0.0,0.0,0.0,0.0,58.5,133.07,False,1,S8v2,2025-01-03
2025-01-03 21:15:00,0.0,0.0,0.0,0.0,58.5,52.74,False,1,S8v2,2025-01-03
2025-01-03 21:30:00,0.0,0.0,0.0,0.0,58.5,60.88,False,1,S8v2,2025-01-03
2025-01-03 21:45:00,0.0,0.0,0.0,0.0,58.5,77.8,False,1,S8v2,2025-01-03
2025-01-03 22:00:00,0.0,0.0,0.0,0.0,58.5,44.91,False,1,S8v2,2025-01-03
2025-01-03 22:15:00,0.0,0.0,0.0,0.0,58.5,113.95,False,1,S8v2,2025-01-03
2025-01-03 22:30:00,0.0,0.0,0.0,0.0,58.5,132.28,False,1,S8v2,2025-01-03
2025-01-03 22:45:00,0.0,0.0,0.0,0.0,58.5,126.66,False,1,S8v2,2025-01-03
2025-01-03 23:00:00,0.0,0.0,0.0,0.0,58.5,133.73,False,1,S8v2,2025-01-03
2025-01-03 23:15:00,0.0,0.0,0.0,0.0,58.5,125.87,False,1,S8v2,2025-01-03
2025-01-03 23:30:00,0.0,0.0,0.0,0.0,58.5,1043.33,False,1,S8v2,2025-01-03
2025-01-03 23:45:00,0.0,0.0,0.0,0.0,58.5,420.18,False,1,S8v2,2025-01-03
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,58.5,550.09,False,1,S8v2,2025-01-04
2025-01-04 00:15:00,0.0,0.0,0.0,0.0,58.5,295.66,False,1,S8v2,2025-01-04
2025-01-04 00:30:00,0.0,0.0,0.0,0.0,58.5,127.7,False,1,S8v2,2025-01-04
2025-01-04 00:45:00,0.0,0.0,0.0,0.0,58.5,57.42,False,1,S8v2,2025-01-04
2025-01-04 01:00:00,0.0,0.0,0.0,0.0,58.5,113.27,False,1,S8v2,2025-01-04
2025-01-04 01:15:00,0.0,0.0,0.0,0.0,58.5,34.34,False,1,S8v2,2025-01-04
2025-01-04 01:30:00,0.0,0.0,0.0,0.0,58.5,386.03,False,1,S8v2,2025-01-04
2025-01-04 01:45:00,0.0,0.0,0.0,0.0,58.5,430.53,False,1,S8v2,2025-01-04
2025-01-04 02:00:00,0.0,0.0,0.0,0.0,58.5,453.52,False,1,S8v2,2025-01-04
2025-01-04 02:15:00,0.0,0.0,0.0,0.0,58.5,626.69,False,1,S8v2,2025-01-04
2025-01-04 02:30:00,0.0,0.0,0.0,0.0,58.5,1289.19,False,1,S8v2,2025-01-04
2025-01-04 02:45:00,0.0,0.0,0.0,0.0,58.5,1280.11,False,1,S8v2,2025-01-04
2025-01-04 03:00:00,0.0,0.0,0.0,0.0,58.5,1299.48,False,1,S8v2,2025-01-04
2025-01-04 03:15:00,0.0,0.0,0.0,0.0,58.5,1790.0,False,1,S8v2,2025-01-04
2025-01-04 03:30:00,0.0,0.0,0.0,0.0,58.5,459.72,False,1,S8v2,2025-01-04
2025-01-04 03:45:00,0.0,0.0,0.0,0.0,58.5,480.47,False,1,S8v2,2025-01-04
2025-01-04 04:00:00,0.0,0.0,0.0,0.0,58.5,55.92,False,1,S8v2,2025-01-04
2025-01-04 04:15:00,0.0,0.0,0.0,0.0,58.5,55.93,False,1,S8v2,2025-01-04
2025-01-04 04:30:00,0.0,0.0,0.0,0.0,58.5,62.93,False,1,S8v2,2025-01-04
2025-01-04 04:45:00,0.0,0.0,0.0,0.0,58.5,58.53,False,1,S8v2,2025-01-04
2025-01-04 05:00:00,0.0,0.0,0.0,0.0,58.5,105.32,False,1,S8v2,2025-01-04
2025-01-04 05:15:00,0.0,0.0,0.0,0.0,58.5,58.33,False,1,S8v2,2025-01-04
2025-01-04 05:30:00,0.0,0.0,0.0,0.0,58.5,115.35,False,1,S8v2,2025-01-04
2025-01-04 05:45:00,0.0,0.0,0.0,0.0,58.5,67.86,False,1,S8v2,2025-01-04
2025-01-04 06:00:00,0.0,0.0,0.0,0.0,58.5,82.97,False,1,S8v2,2025-01-04
2025-01-04 06:15:00,0.0,0.0,0.0,0.0,58.5,108.31,False,1,S8v2,2025-01-04
2025-01-04 06:30:00,0.0,0.0,0.0,0.0,58.5,111.59,False,1,S8v2,2025-01-04
2025-01-04 06:45:00,0.0,0.0,0.0,0.0,58.5,114.31,False,1,S8v2,2025-01-04
2025-01-04 07:00:00,0.0,0.0,0.0,0.0,58.5,37.98,False,1,S8v2,2025-01-04
2025-01-04 07:15:00,0.0,0.0,0.0,0.0,58.5,34.7,False,1,S8v2,2025-01-04
2025-01-04 07:30:00,0.0,0.0,0.0,0.0,58.5,65.32,False,1,S8v2,2025-01-04
2025-01-04 07:45:00,0.0,0.0,0.0,0.0,58.5,72.48,False,1,S8v2,2025-01-04
2025-01-04 08:00:00,0.0,0.0,0.0,0.0,58.5,54.96,False,1,S8v2,2025-01-04
2025-01-04 08:15:00,0.0,0.0,0.0,0.0,58.5,45.18,False,1,S8v2,2025-01-04
2025-01-04 08:30:00,0.0,0.0,0.0,0.0,58.5,64.95,False,1,S8v2,2025-01-04
2025-01-04 08:45:00,0.0,0.0,0.0,0.0,58.5,72.88,False,1,S8v2,2025-01-04
2025-01-04 09:00:00,0.0,0.0,0.0,0.0,58.5,76.9,False,1,S8v2,2025-01-04
2025-01-04 09:15:00,0.0,0.0,0.0,0.0,58.5,74.27,False,1,S8v2,2025-01-04
2025-01-04 09:30:00,0.0,0.0,0.0,0.0,58.5,74.17,False,1,S8v2,2025-01-04
2025-01-04 09:45:00,0.0,0.0,0.0,0.0,58.5,81.73,False,1,S8v2,2025-01-04
2025-01-04 10:00:00,0.0,0.0,0.0,0.0,57.75,68.15,False,1,S8v2,2025-01-04
2025-01-04 10:15:00,0.0,0.0,0.0,0.0,57.0,68.54,False,1,S8v2,2025-01-04
2025-01-04 10:30:00,0.0,0.0,0.0,0.0,56.25,72.78,False,1,S8v2,2025-01-04
2025-01-04 10:45:00,0.0,0.0,0.0,0.0,55.5,77.96,False,1,S8v2,2025-01-04
2025-01-04 11:00:00,0.0,0.0,0.0,0.0,54.75,77.59,False,1,S8v2,2025-01-04
2025-01-04 11:15:00,0.0,0.0,0.0,0.0,54.0,75.0,False,1,S8v2,2025-01-04
2025-01-04 11:30:00,0.0,0.0,0.0,0.0,53.25,75.16,False,1,S8v2,2025-01-04
2025-01-04 11:45:00,0.0,0.0,0.0,0.0,52.5,73.45,False,1,S8v2,2025-01-04
2025-01-04 12:00:00,0.0,0.0,0.0,0.0,51.75,71.32,False,1,S8v2,2025-01-04
2025-01-04 12:15:00,0.0,0.0,0.0,0.0,51.0,71.38,False,1,S8v2,2025-01-04
2025-01-04 12:30:00,0.0,0.0,0.0,0.0,50.25,75.03,False,1,S8v2,2025-01-04
2025-01-04 12:45:00,0.0,0.0,0.0,0.0,49.5,81.23,False,1,S8v2,2025-01-04
2025-01-04 13:00:00,0.0,0.0,0.0,0.0,48.75,69.26,False,1,S8v2,2025-01-04
2025-01-04 13:15:00,0.0,0.0,0.0,0.0,48.0,70.93,False,1,S8v2,2025-01-04
2025-01-04 13:30:00,0.0,0.0,0.0,0.0,47.25,70.63,False,1,S8v2,2025-01-04
2025-01-04 13:45:00,0.0,0.0,0.0,0.0,46.5,70.69,False,1,S8v2,2025-01-04
2025-01-04 14:00:00,0.0,0.0,0.0,0.0,45.75,72.58,False,1,S8v2,2025-01-04
2025-01-04 14:15:00,0.0,0.0,0.0,0.0,45.0,69.85,False,1,S8v2,2025-01-04
2025-01-04 14:30:00,0.0,0.0,0.0,0.0,44.25,66.4,False,1,S8v2,2025-01-04
2025-01-04 14:45:00,0.0,0.0,0.0,0.0,43.5,30.94,False,1,S8v2,2025-01-04
2025-01-04 15:00:00,0.0,0.0,0.0,0.0,42.75,571.97,False,1,S8v2,2025-01-04
2025-01-04 15:15:00,0.0,0.0,0.0,0.0,42.0,132.66,False,1,S8v2,2025-01-04
2025-01-04 15:30:00,0.0,0.0,0.0,0.0,41.25,129.24,False,1,S8v2,2025-01-04
2025-01-04 15:45:00,0.0,0.0,0.0,0.0,40.5,128.93,False,1,S8v2,2025-01-04
2025-01-04 16:00:00,0.0,0.0,0.0,0.0,39.75,209.14,False,1,S8v2,2025-01-04
2025-01-04 16:15:00,0.0,0.0,0.0,0.0,39.0,223.41,False,1,S8v2,2025-01-04
2025-01-04 16:30:00,0.0,0.0,0.0,0.0,38.25,223.41,False,1,S8v2,2025-01-04
2025-01-04 16:45:00,0.0,0.0,0.0,0.0,37.5,108.15,False,1,S8v2,2025-01-04
2025-01-04 17:00:00,0.0,0.0,0.0,0.0,36.75,94.27,False,1,S8v2,2025-01-04
