date,s1_total,s1_da,s1_imb,s2_total,s2_da,s2_imb,s2_curt,s3_total,s3_da,s3_imb,s3_curt,n_solar_qh,prod_mwh_day
2026-01-01,5.517703078413296,6.48137853958767,-0.9636754611743737,4.2266928905734105,5.68062057379609,-1.453927683222679,0,0.6499328578413297,0.6481378539587672,0.0017950038825627623,0,28,0.16912
2026-01-02,62.664822611801966,67.82955258662628,-5.164729974824313,62.664822611801966,67.82955258662628,-5.164729974824313,0,61.4485586985552,6.782955258662629,54.665603439892564,0,33,0.6646
2026-01-03,34.9484908925031,41.16659952199036,-6.218108629487264,34.9484908925031,41.16659952199036,-6.218108629487264,0,44.048237328312815,4.116659952199037,39.93157737611378,0,30,0.40573
2026-01-04,36.01517881355199,32.343742646054906,3.671436167497083,35.375562313551995,32.343742646054906,3.0318196674970825,1,32.965922673417694,3.234374264605491,29.73154840881221,1,22,0.40184
2026-01-05,21.302868786088602,27.847201333523508,-6.544332547434907,21.302868786088602,27.847201333523508,-6.544332547434907,0,36.82089714829635,2.784720133352351,34.03617701494401,0,24,0.17387
2026-01-06,107.70630076875477,67.46166300459168,40.2446377641631,107.70630076875477,67.46166300459168,40.2446377641631,0,207.36431943600047,6.746166300459169,200.6181531355413,0,29,0.5334899999999999
2026-01-07,11.555563884284261,5.751369860370962,5.8041940239133005,11.555563884284261,5.751369860370962,5.8041940239133005,0,11.127715262615926,0.5751369860370963,10.55257827657883,0,18,0.11659
2026-01-08,169.2876592212353,121.4808005673218,47.80685865391348,169.2876592212353,121.4808005673218,47.80685865391348,0,224.583858688811,12.14808005673218,212.43577863207884,0,31,0.84104
2026-01-09,166.45833488213356,153.62053063526076,12.837804246872782,166.45833488213356,153.62053063526076,12.837804246872782,0,227.09900229183836,15.362053063526078,211.73694922831226,0,31,1.85846
2026-01-10,53.13620631912825,95.7756845494025,-42.63947823027425,53.13620631912825,95.7756845494025,-42.63947823027425,0,80.31931254953783,9.57756845494025,70.74174409459758,0,35,0.68177
2026-01-11,51.86577999202158,42.43646363324646,9.429316358775118,51.86577999202158,42.43646363324646,9.429316358775118,0,52.06850925113965,4.243646363324647,47.82486288781501,0,31,0.55841
2026-01-12,51.69981562875237,53.13409205003493,-1.434276421282563,51.69981562875237,53.13409205003493,-1.434276421282563,0,65.35487546831274,5.313409205003493,60.041466263309246,0,34,0.52372
2026-01-13,24.18673009176066,20.99907471014125,3.1876553816194075,24.18673009176066,20.99907471014125,3.1876553816194075,0,22.862843868613567,2.099907471014125,20.76293639759944,0,27,0.21758
2026-01-14,220.26369698528185,221.47380967741458,-1.2101126921327128,220.26369698528185,221.47380967741458,-1.2101126921327128,0,178.95315981665317,22.14738096774146,156.8057788489117,0,35,2.0346599999999997
2026-01-15,90.89975535723002,100.27546098560626,-9.375705628376233,90.29895967848003,100.27546098560626,-9.976501307126235,1,83.83379513866049,10.027546098560626,73.80624904009989,1,31,0.90051
2026-01-16,167.51673097931132,165.5697559648785,1.946975014432797,167.51673097931132,165.5697559648785,1.946975014432797,0,105.18452284561862,16.556975596487852,88.62754724913077,0,35,1.47592
2026-01-17,80.30749720866362,77.70045600650613,2.607041202157485,80.30749720866362,77.70045600650613,2.607041202157485,0,63.48908444042887,7.770045600650613,55.71903883977825,0,29,0.67685
2026-01-18,176.92171988965328,166.30149108975806,10.620228799895184,176.92171988965328,166.30149108975806,10.620228799895184,0,162.19859592971534,16.630149108975807,145.5684468207395,0,35,1.7810899999999998
2026-01-19,497.6660061611597,430.5970249570622,67.06898120409754,497.6660061611597,430.5970249570622,67.06898120409754,0,396.4640666466785,43.059702495706226,353.40436415097224,0,35,3.82927
2026-01-20,403.9103991411634,477.12910604139415,-73.21870690023074,403.9103991411634,477.12910604139415,-73.21870690023074,0,628.0187188829914,47.71291060413941,580.3058082788519,0,35,3.7297700000000003
2026-01-21,362.56650438809413,317.37043943476016,45.196064953333966,359.14318821434415,317.37043943476016,41.772748779583964,1,284.3385726936219,31.737043943476017,252.60152875014592,1,35,3.61974
2026-01-22,52.538958755579436,42.59014819988609,9.948810555693354,50.50296059870443,42.59014819988609,7.912812398818352,2,46.48149322280794,4.259014819988609,42.22247840281934,2,31,0.48823000000000005
2026-01-23,62.21316146256688,55.0214776712756,7.191683791291277,60.29114853756688,55.0214776712756,5.269670866291278,1,75.9115299198817,5.5021477671275605,70.40938215275412,1,33,0.51193
2026-01-24,45.73720491092437,47.97456342926937,-2.2373585183449993,45.73720491092437,47.97456342926937,-2.2373585183449993,0,46.52461250090494,4.797456342926937,41.727156157978,0,34,0.42515000000000003
2026-01-25,45.6746989170083,50.02579024316152,-4.351091326153216,45.6746989170083,50.02579024316152,-4.351091326153216,0,49.78988763082583,5.002579024316152,44.787308606509676,0,27,0.41354
2026-01-26,57.52583911290329,72.15867626315826,-14.632837150254954,57.52583911290329,72.15867626315826,-14.632837150254954,0,57.00099079816533,7.215867626315825,49.785123171849506,0,30,0.35028000000000004
2026-01-27,54.78096805411515,46.38411862501451,8.396849429100628,54.78096805411515,46.38411862501451,8.396849429100628,0,52.70257618041151,4.638411862501451,48.064164317910056,0,30,0.44015000000000004
2026-01-28,71.44199950805044,67.80738032977388,3.634619178276569,71.44199950805044,67.80738032977388,3.634619178276569,0,67.30392055080505,6.780738032977387,60.52318251782766,0,35,0.48534000000000005
2026-01-29,399.89820139971346,703.5864473376555,-303.68824593794204,399.89820139971346,703.5864473376555,-303.68824593794204,0,704.9571189289713,70.35864473376557,634.5984741952059,0,35,3.24568
2026-01-30,48.61951518208685,43.92224224456437,4.697272937522475,48.61951518208685,43.92224224456437,4.697272937522475,0,40.795178951083685,4.392224224456438,36.40295472662724,0,31,0.3906799999999999
2026-01-31,89.9291280240476,77.67255996895089,12.256568055096716,89.9291280240476,77.67255996895089,12.256568055096716,0,81.40935286102976,7.76725599689509,73.64209686413467,0,35,0.8166899999999999
2026-02-01,85.34995928402927,72.71969062117886,12.63026866285041,85.34995928402927,72.71969062117886,12.63026866285041,0,75.37185879634043,7.271969062117886,68.09988973422254,0,35,0.82931
2026-02-02,32.81196358053502,35.49756173811119,-2.6855981575761625,32.81196358053502,35.49756173811119,-2.6855981575761625,0,33.2988671260535,3.549756173811119,29.749110952242386,0,29,0.29496
2026-02-03,166.90454856284904,180.45279608100523,-13.548247518156192,166.90454856284904,180.45279608100523,-13.548247518156192,0,279.9071269995974,18.045279608100525,261.8618473914969,0,35,1.74551
2026-02-04,73.00436714219522,79.97025602208709,-6.965888879891874,73.00436714219522,79.97025602208709,-6.965888879891874,0,85.79995176071952,7.9970256022087085,77.80292615851081,0,34,0.7080500000000001
2026-02-05,148.21341343093275,137.56920051894656,10.644212911986216,144.59048841530776,137.56920051894656,7.0212878963612155,1,116.53341283759326,13.756920051894655,102.77649278569862,1,35,1.4134200000000001
2026-02-06,114.53205078703999,92.1784374255169,22.353613361523088,114.53205078703999,92.1784374255169,22.353613361523088,0,104.315652817454,9.217843742551691,95.0978090749023,0,33,0.9658100000000001
